SARIF File,Driver Name,Total Results,ruleId,message,path,startLine,endLine,startColumn,endColumn,isCorrect
snyk-result.sarif,SnykCode,10,csharp/NoHardcodedCredentials,Do not hardcode credentials in code. Found hardcoded credential used in a database connection string.,Program.cs,14,14,21,95,1
snyk-result.sarif,SnykCode,10,csharp/NoHardcodedCredentials,Do not hardcode credentials in code. Found hardcoded credential used in secret key variable declaration.,Program.cs,15,15,8,61,1
snyk-result.sarif,SnykCode,10,csharp/NoHardcodedCredentials,Do not hardcode credentials in code. Found hardcoded credential used in secret key variable declaration.,Program.cs,17,17,8,37,1
snyk-result.sarif,SnykCode,10,csharp/PT,"Unsanitized input from a web form flows into global::System.IO.FileStream, where it is used as a path. This may result in a Path Traversal vulnerability and allow an attacker to write arbitrary files.",Program.cs,58,58,28,69,1
snyk-result.sarif,SnykCode,10,csharp/Sqli,"Unsanitized input from an HTTP parameter flows into global::System.Data.SqlClient.SqlCommand, where it is used in an SQL query. This may result in an SQL Injection vulnerability.",Program.cs,24,24,19,85,1
snyk-result.sarif,SnykCode,10,csharp/Sqli,"Unsanitized input from an HTTP parameter flows into global::System.Data.SqlClient.SqlCommand, where it is used in an SQL query. This may result in an SQL Injection vulnerability.",Program.cs,83,83,19,85,1
snyk-result.sarif,SnykCode,10,csharp/XSS,Unsanitized input from data from a remote resource flows into an HTTP response via WriteAsync. This may result in an XSS vulnerability.,Program.cs,49,49,11,38,0
snyk-result.sarif,SnykCode,10,csharp/XSS,Unsanitized input from a web form flows into an HTTP response via WriteAsync. This may result in an XSS vulnerability.,Program.cs,60,60,15,42,0
snyk-result.sarif,SnykCode,10,csharp/XSS,Unsanitized input from an HTTP parameter flows into an HTTP response via WriteAsync. This may result in an XSS vulnerability.,Program.cs,109,109,15,42,0
sonarqube-result.sarif,SonarQube,6,csharpsquid:S2068,"""password"" detected here, make sure this is not a hard-coded credential.",Program.cs,14,14,7,94,1
sonarqube-result.sarif,SonarQube,6,csharpsquid:S6418,"""openAiApiKey"" detected here, make sure this is not a hard-coded secret.",Program.cs,15,15,22,60,1
sonarqube-result.sarif,SonarQube,6,csharpsquid:S2077,Make sure using a dynamically formatted SQL query is safe here.,Program.cs,24,24,18,84,1
sonarqube-result.sarif,SonarQube,6,csharpsquid:S2077,Make sure using a dynamically formatted SQL query is safe here.,Program.cs,83,83,18,84,1
sonarqube-result.sarif,SonarQube,6,csharpsquid:S5332,Using http protocol is insecure. Use https instead.,Program.cs,102,102,22,44,0
sonarqube-result.sarif,SonarQube,6,csharpsquid:S4036,"Make sure the ""PATH"" used to find this command includes only what you intend.",HelperService.cs,32,35,19,9,0
