SARIF File,Driver Name,Total Results,ruleId,message,path,startLine,endLine,startColumn,endColumn,isCorrect
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,FILE-001,"File uploads are not validated for type, size, or content.",HotelController.cs,20,24,1,1,1
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,CRYPTO-001,Using DES encryption with hardcoded key and IV (weak algorithm and key management).,HotelService.cs,14,22,1,1,1
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,CMD-001,Unsanitized user input used in command execution.,HotelService.cs,24,30,1,1,1
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,DESER-001,Untrusted data deserialized without validation (JsonConvert.DeserializeObject).,HotelService.cs,9,12,1,1,0
llms-result.sarif,deepseek/DeepSeek-V3-0324,8,DESER-002,Untrusted data deserialized without validation (JsonSerializer.Deserialize).,Utils.cs,6,9,1,1,0
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,HardcodedCredentials,Hardcoded username and password in the login method.,AuthController.cs,10,14,9,13,1
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,SQLInjection,Unsanitized user input concatenated directly into SQL query.,HotelController.cs,17,19,9,47,1
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,XSS,Unsanitized user input used directly in HTML response.,HotelController.cs,27,29,9,13,1
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,InsecureFileUpload,Unrestricted file upload without validation or sanitization.,HotelController.cs,22,25,9,13,1
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,InsecureDeserialization,Deserialization without type safety using JsonConvert.,HotelService.cs,16,18,9,13,0
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,InsecureCryptography,Use of weak DES encryption algorithm with hardcoded key and IV.,HotelService.cs,20,32,9,13,1
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,CommandInjection,Unsanitized user input used directly in command execution.,HotelService.cs,34,40,9,13,1
llms-result.sarif,mistral-ai/Mistral-Large-2411,8,InsecureDeserialization,Deserialization without type safety using JsonSerializer.,Utils.cs,6,8,9,13,0
snyk-result.sarif,SnykCode,7,csharp/AntiforgeryTokenDisabled,This ASP.NET MVC action should use an anti-forgery validation attribute. Not using this attribute disables Cross Site Request Forgery (CSRF) protection and allows CSRF attacks.,AuthController.cs,9,9,26,31,1
snyk-result.sarif,SnykCode,7,csharp/AntiforgeryTokenDisabled,This ASP.NET MVC action should use an anti-forgery validation attribute. Not using this attribute disables Cross Site Request Forgery (CSRF) protection and allows CSRF attacks.,HotelController.cs,24,24,26,36,1
snyk-result.sarif,SnykCode,7,csharp/InsecureCipher,The DES cipher is insecure. Consider using AES instead.,HotelService.cs,21,21,19,29,1
snyk-result.sarif,SnykCode,7,csharp/NoHardcodedCredentials,Do not hardcode credentials in code. Found username or password credential used in a condition.,AuthController.cs,11,11,36,57,1
snyk-result.sarif,SnykCode,7,csharp/PT,"Unsanitized input from an HTTP parameter flows into global::System.IO.File.Create, where it is used as a path. This may result in a Path Traversal vulnerability and allow an attacker to write arbitrary files.",HotelController.cs,27,27,28,49,1
snyk-result.sarif,SnykCode,7,csharp/Sqli,"Unsanitized input from an HTTP parameter flows into global::HotelService.RunQuery, where it is used in an SQL query. This may result in an SQL Injection vulnerability.",HotelController.cs,20,20,19,36,1
snyk-result.sarif,SnykCode,7,csharp/XSS,Unsanitized input from an HTTP parameter flows into an HTTP response via global::Microsoft.AspNetCore.Mvc.ControllerBase.Content. This may result in an XSS vulnerability.,HotelController.cs,35,35,16,23,1
sonarqube-result.sarif,SonarQube,1,csharpsquid:S4036,"Make sure the ""PATH"" used to find this command includes only what you intend.",HotelService.cs,32,35,19,9,1
